"X","word_freq_make","word_freq_address","word_freq_all","word_freq_3d","word_freq_our","word_freq_over","word_freq_remove","word_freq_internet","word_freq_order","word_freq_mail","word_freq_receive","word_freq_will","word_freq_people","word_freq_report","word_freq_addresses","word_freq_free","word_freq_business","word_freq_email","word_freq_you","word_freq_credit","word_freq_your","word_freq_font","word_freq_000","word_freq_money","word_freq_hp","word_freq_hpl","word_freq_george","word_freq_650","word_freq_lab","word_freq_labs","word_freq_telnet","word_freq_857","word_freq_data","word_freq_415","word_freq_85","word_freq_technology","word_freq_1999","word_freq_parts","word_freq_pm","word_freq_direct","word_freq_cs","word_freq_meeting","word_freq_original","word_freq_project","word_freq_re","word_freq_edu","word_freq_table","word_freq_conference","char_freq_.","char_freq_..1","char_freq_..2","char_freq_..3","char_freq_..4","char_freq_..5","capital_run_length_average","capital_run_length_longest","capital_run_length_total","classes"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20896034583698,0,0,0,0,0,0.774727167552368,0,0.774727167552368,1.20896034583698,0,0,0,0,0.774727167552368,0,0.774727167552368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476234178996372,0,0.184818436992542,0,0,1.26440917312977,2.77258872223978,4.12713438504509,-0.81149224869257
0.693147180559945,0,0,0.46373401623214,0.104360015324243,0,0,0,0,0.104360015324243,0.207014169384326,0,0.104360015324243,0,0,0,0.104360015324243,0,0,0.667829372575655,0,0.385262400790645,0,0,0,0.207014169384326,0,0.536493370514568,0,0,0,0,0,0,0.104360015324243,0,0.385262400790645,0,0,0,0,0,0,0,0,0,0,0,0,0.204572165728774,0.279145741429495,0.107059072293408,0.0544881852840698,0.0723206615796261,0,1.26582020765202,3.66356164612965,6.40025744530882,-0.81149224869257
1.09861228866811,0.0582689081239758,0,0.336472236621213,0,0.122217632724249,0.122217632724249,0,0.122217632724249,0,0,0,0.8754687373539,0.182321556793955,0.0582689081239758,0,0,0.182321556793955,0,0.0582689081239758,0,0,0,0,0,1.26412672714568,0,0,0,0,0,0,0,0,0,0,0.0582689081239758,0.0582689081239758,0,0,0,0,0,0,0,0.0582689081239758,0,0,0,0.0276151670329734,0.0815799869924228,0,0,0,0,1.20627016337462,3.13549421592915,6.50128967054039,-0.81149224869257
1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26976054486394,1.26976054486394,1.26976054486394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26976054486394,0,0,0,0,0,0,0,0,0,0.916290731874155,1.6094379124341,3.2188758248682,-0.81149224869257
1.6094379124341,0,0,0,0,0,0.364643113587909,0,0,0,0,0,0.364643113587909,0.364643113587909,0,0,0,0,0,0.841567185678219,0,0,0,0,0,0,0,0.631271776841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364643113587909,0.364643113587909,0,0,0,0.139761942375159,0,0,0,0,0.960498986538475,2.484906649788,4.27666611901606,-0.81149224869257
1.79175946922805,0,0,0.425267735404344,0,0,0.425267735404344,0,0,0,0.425267735404344,0,0,0.425267735404344,0,0,0,0,0,1.14740245283754,0,0.425267735404344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727548607277278,0,0,0,0,0.0962188577405429,0,0,0,0,1.04977212324864,2.83321334405622,3.97029191355212,-0.81149224869257
1.94591014905531,0,0,0,0,0,0,0,0.60431596685333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60431596685333,0.343589704390077,0,0.343589704390077,0.343589704390077,0,0,0,0,0,0.343589704390077,0.343589704390077,0.343589704390077,0,0,0,0,0,0,0,0,0,0,0,0,0.146694379150803,0,0,0,0,1.08822519578162,2.63905732961526,4.87519732320115,-0.81149224869257
2.07944154167984,0,0,0.506817602368452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29746314741327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506817602368452,0,0,0,0,0.207826847202317,0,0.207826847202317,0,0,1.01559293294802,2.89037175789616,3.63758615972639,-0.81149224869257
2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09679018001445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735248356578581,0,0,0.693147180559945,0.693147180559945,1.38629436111989,-0.81149224869257
2.30258509299405,0.0953101798043249,0,0.53062825106217,0,0.182321556793955,0,0,0,0.182321556793955,0.262364264467491,0.0953101798043249,0.832909122935104,0.741937344729377,0,0,0.262364264467491,0.182321556793955,0,1.28370777234479,0,0.78845736036427,0,0,0.336472236621213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405465108108164,0,0,0,0,0.262364264467491,0,0,0.182321556793955,0,0.131905070879939,0,0.301584977620772,0.0544881852840698,0,2.36094833629096,5.00394630594546,7.0335064842877,1.23189586849964
2.39789527279837,0,0.920282753143692,0.920282753143692,0,0.559615787935423,0,0,0,0.559615787935423,1.56444054650336,0,1.18478998490916,0,0,0.920282753143692,0,0.559615787935423,0,0.559615787935423,0,1.39376637595859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17834725668696,0.805135682507993,0,4.67095792652609,6.00388706710654,6.27287700654617,1.23189586849964
2.484906649788,0,0,0,0,0.966983846189673,0,0,0,0,0.966983846189673,0,0.593326845277734,0,0,0,0,0,0,1.45161382724053,0,0,0,0,0,0,0,0,0.593326845277734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593326845277734,0,0,0,0,0,0,0,0,0.939225703156651,2.484906649788,3.98898404656427,1.23189586849964
2.56494935746154,0.048790164169432,0,0.104360015324243,0,0.148420005118273,0.048790164169432,0,0,0.405465108108164,0,0,0.148420005118273,0,0,0,0,0,0.048790164169432,0.198850858745165,0,0.148420005118273,0,0,0,0.482426149244293,0.512823626428664,0.048790164169432,0,0,0,0,0,0.444685821261446,0,0,0,0.548121408509688,0,0,0,0,0,0,0.048790164169432,0,0,0,0,0.0704584636485614,0.191446464570955,0.0392207131532813,0,0.0158733491562902,0,1.33157414891966,3.87120101090789,6.99484998583307,-0.81149224869257
